Year-Week,Site_Name,UTM_Source,UTM_Campaign,UTM_Supplier_Id,UTM_Medium,UTM_Ad_Id,UTM_Content,Supplier,Matching_Time,Reg,Distinct_Schools,Accepted,Rejected,Rev,CPA
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,23,8,14,10,283.00,20.214286
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,10,9,8,4,169.00,21.125000
202316,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,23,7,15,7,335.00,22.333333
202316,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,507,57,380,83,9619.00,25.313158
202316,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,231,38,176,32,4349.00,24.710227
202316,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,207,42,130,35,3369.00,25.915385
202316,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,484,53,360,77,9274.00,25.761111
202316,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,302,43,187,35,4877.00,26.080214
202316,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,444,43,283,73,7119.00,25.155477
202317,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,15,9,7,1,153.00,21.857143
202317,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,9,9,7,2,207.00,29.571429
202317,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,3,3,1,1,30.00,30.000000
202317,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,16,9,8,3,213.00,26.625000
202317,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,11,9,7,3,200.00,28.571429
202317,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,19,7,7,3,174.00,24.857143
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,34,9,9,6,203.00,22.555556
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,20,7,9,4,186.00,20.666667
202304,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,2,3,1,2,8.00,8.000000
202304,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,18,11,13,9,285.00,21.923077
202304,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,2,0,,,0.00,
202304,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,15,7,6,14,117.00,19.500000
202304,white_g,google,17636347892,SUP0101,edu_grant,607644834618,146852360068,Educationdirectory.org,,1,2,0,2,0.00,
202304,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,6,6,7,1,150.00,21.428571
202304,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,381,40,268,78,6418.00,23.947761
202304,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,5,0,1,0.00,
202304,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,273,41,204,52,4846.00,23.754902
202304,white_g,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,3,2,1,50.00,25.000000
202305,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,1,1,0,30.00,30.000000
202305,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,19,11,7,1,156.00,22.285714
202305,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,16,9,15,5,340.00,22.666667
202305,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,28,10,16,9,338.00,21.125000
202305,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,29,9,13,16,283.00,21.769231
202305,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,15,12,14,7,307.00,21.928571
202305,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,358,42,218,63,5250.00,24.082569
202305,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,5,8,2,0,42.00,21.000000
202305,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,301,53,205,41,4780.00,23.317073
202305,white_g,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,1,0,,,0.00,
202306,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,0,,,0.00,
202306,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,6,8,6,1,164.00,27.333333
202306,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,13,11,9,1,201.00,22.333333
202308,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,2,7,5,0,79.00,15.800000
202308,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,34,13,28,27,557.00,19.892857
202308,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,21,12,12,8,279.00,23.250000
202308,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,14,11,3,5,60.00,20.000000
202308,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,41,19,35,4,885.00,25.285714
202308,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,520,52,336,91,7987.00,23.770833
202308,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,14,19,2,5,50.00,25.000000
202308,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,449,49,304,81,7375.00,24.259868
202308,white_g,google,17636347892,SUP0101,edu_grant,649118147404,149928081241,Educationdirectory.org,,3,10,1,1,40.00,40.000000
202308,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,166,35,65,21,1672.00,25.723077
202308,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,16,12,6,5,158.00,26.333333
202309,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,2,1,1,0,17.00,17.000000
202309,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,35,13,22,8,489.00,22.227273
202309,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,4,2,1,64.00,32.000000
202309,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,31,16,18,6,383.00,21.277778
202309,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,13,9,3,1,52.00,17.333333
202309,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,4,6,6,1,157.00,26.166667
202309,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,9,1,1,40.00,40.000000
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,2,0,0,0.00,
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,38,15,22,28,419.00,19.045455
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,29,12,27,10,537.00,19.888889
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,21,11,15,10,336.00,22.400000
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,3,7,2,4,27.00,13.500000
202309,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,4,6,4,2,50.00,12.500000
202309,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,11,15,8,0,188.00,23.500000
202309,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,844,62,524,155,12773.00,24.375954
202309,white_g,google,17636347892,SUP0101,edu_grant,607713435580,141341628227,Educationdirectory.org,,2,7,2,0,46.00,23.000000
202309,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,16,11,9,4,240.00,26.666667
202309,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,542,60,368,102,9030.00,24.538043
202309,white_g,google,17636347892,SUP0101,edu_grant,620758130810,146852360068,Educationdirectory.org,,3,5,2,3,30.00,15.000000
202309,white_g,google,17636347892,SUP0101,edu_grant,649118147404,149928081241,Educationdirectory.org,,8,8,4,2,97.00,24.250000
202309,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,361,48,303,69,7544.00,24.897690
202309,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,43,17,27,8,658.00,24.370370
202309,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,56,25,46,22,1213.00,26.369565
202320,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,1,2,0,0,0.00,
202311,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,31,19,14,6,314.00,22.428571
202311,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,326,50,215,54,5288.00,24.595349
202311,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,55,20,38,10,957.00,25.184211
202311,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,169,37,132,30,3324.00,25.181818
202311,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,126,38,86,27,2181.00,25.360465
202311,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,116,31,84,19,1935.00,23.035714
202311,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,352,45,227,63,5322.00,23.444934
202311,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,340,47,257,48,6186.00,24.070039
202311,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,88,26,68,17,1521.00,22.367647
202312,edp,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,1,2,0,2,0.00,
202312,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,16,4,4,1,78.00,19.500000
202312,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,2,6,1,0,30.00,30.000000
202312,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,10,14,4,4,75.00,18.750000
202312,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,1,4,0,0,0.00,
202312,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,6,8,2,4,22.00,11.000000
202312,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,22,11,12,10,302.00,25.166667
202312,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,8,8,6,0,145.00,24.166667
202312,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,3,3,2,0,50.00,25.000000
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,27,11,14,8,309.00,22.071429
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,3,8,4,3,99.00,24.750000
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,11,6,3,5,45.00,15.000000
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,7,4,3,3,56.00,18.666667
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,23,13,18,10,321.00,17.833333
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,30,9,29,15,575.00,19.827586
202312,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,7,6,4,1,73.00,18.250000
202312,white_g,google,17636347892,SUP0101,edu_grant,607713435556,141341628187,Educationdirectory.org,,23,20,18,5,407.00,22.611111
202312,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,469,46,305,93,7457.00,24.449180
202312,white_g,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,34,22,42,2,1061.00,25.261905
202312,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,207,42,161,36,4048.00,25.142857
202312,white_g,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,48,23,30,6,697.00,23.233333
202312,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,93,30,66,17,1659.00,25.136364
202312,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,492,55,358,76,8582.00,23.972067
202312,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,430,47,280,83,6548.00,23.385714
202312,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,141,38,101,25,2365.00,23.415842
202313,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,19,11,12,4,256.00,21.333333
202313,edp,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,1,2,1,0,30.00,30.000000
202313,edp,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,10,11,8,3,185.00,23.125000
202313,edp,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,7,8,3,0,56.00,18.666667
202313,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,6,12,0,0,0.00,
202313,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,9,8,8,4,226.00,28.250000
202313,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,11,9,10,0,226.00,22.600000
202313,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,8,8,5,9,106.00,21.200000
202313,edp,google,17636347892,SUP0101,grant,652872442234,141341628147,Educationdirectory.org,,1,6,2,0,37.00,18.500000
202313,edp,google,17636347892,SUP0101,grant,652942205690,141341628187,Educationdirectory.org,,1,2,1,1,6.00,6.000000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,34,11,29,19,638.00,22.000000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,620632782405,141341628147,Educationdirectory.org,,5,5,5,4,87.00,17.400000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,12,8,6,7,117.00,19.500000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698060,149928081241,Educationdirectory.org,,4,4,4,2,96.00,24.000000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,8,4,2,5,31.00,15.500000
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,34,11,27,17,569.00,21.074074
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,31,16,21,21,391.00,18.619048
202313,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,18,6,7,13,119.00,17.000000
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,7,7,3,5,102.00,34.000000
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,31,10,10,9,216.00,21.600000
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,12,7,7,2,125.00,17.857143
202317,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,37,8,12,13,245.00,20.416667
202317,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,591,48,337,87,8429.00,25.011869
202317,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,222,32,127,35,3079.00,24.244094
202317,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,100,26,64,16,1619.00,25.296875
202317,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,535,45,301,84,6958.00,23.116279
202317,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,266,33,178,52,4245.00,23.848315
202317,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,478,42,323,75,7751.00,23.996904
202318,edp,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,5,5,4,1,67.00,16.750000
202318,edp,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,1,5,0,0,0.00,
202318,edp,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,3,0,,,0.00,
202318,edp,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,2,0,,,0.00,
202318,edp,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,1,0,,,0.00,
202318,Purdue Global,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,11,5,2,3,46.00,23.000000
202318,Purdue Global,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,3,0,,,0.00,
202318,Purdue Global,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,5,2,2,0,46.00,23.000000
202318,Purdue Global,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,7,3,1,1,13.00,13.000000
202318,Purdue Global,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,9,7,2,2,62.00,31.000000
202318,white_g,google,17636347892,SUP0101,edu_grant,607713435568,141341628147,Educationdirectory.org,,102,24,68,21,1734.00,25.500000
202318,white_g,google,17636347892,SUP0101,edu_grant,620702930077,141341628187,Educationdirectory.org,,45,13,23,0,522.00,22.695652
202318,white_g,google,17636347892,SUP0101,edu_grant,649118698063,149928081241,Educationdirectory.org,,30,17,17,3,350.00,20.588235
202318,white_g,google,17636347892,SUP0101,edu_grant,650026762788,141341628147,Educationdirectory.org,,96,27,60,17,1447.00,24.116667
202318,white_g,google,17636347892,SUP0101,edu_grant,650931252223,141341628187,Educationdirectory.org,,62,20,34,5,837.00,24.617647
202318,white_g,google,17636347892,SUP0101,edu_grant,651015491880,149928081241,Educationdirectory.org,,88,27,57,5,1391.00,24.403509
202315,white_g,google,17688909278,SUP0101,edu_grant,608965270997,138308182973,Educationdirectory.org,,1,1,0,0,0.00,
202252,white_g,google,17688909278,SUP0101,edu_grant,608965270997,138308182973,Educationdirectory.org,,2,1,,,0.00,
202252,white_g,google,17688909278,SUP0101,edu_grant,621590999880,136430520610,Educationdirectory.org,,2,1,,,0.00,
202313,white_g,google,17688909278,SUP0101,edu_grant,621590999880,136430520610,Educationdirectory.org,,3,3,2,0,26.00,13.000000
202314,white_g,google,17688909278,SUP0101,edu_grant,608965270997,138308182973,Educationdirectory.org,,2,2,2,1,52.00,26.000000
202313,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,192,34,99,19,2090.00,21.111111
202313,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,159,32,123,22,2829.00,23.000000
202313,white_g,google,18463616520,SUP0101,edu_grant,651018359955,142099046299,Educationdirectory.org,,14,13,14,7,332.00,23.714286
202313,white_g,google,18463616520,SUP0101,edu_grant,652990247988,142099046299,Educationdirectory.org,,7,11,8,0,185.00,23.125000
202314,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,8,10,10,0,206.00,20.600000
202314,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,4,8,0,1,0.00,
202314,edp,google,18463616520,SUP0101,edu_grant,652990247988,142099046299,Educationdirectory.org,,2,6,1,1,22.00,22.000000
202314,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,6,6,6,5,111.00,18.500000
202314,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,6,6,5,6,78.00,15.600000
202314,Purdue Global,google,18463616520,SUP0101,edu_grant,652990247988,142099046299,Educationdirectory.org,,4,5,2,1,26.00,13.000000
202314,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,188,49,143,30,3636.00,25.426573
202314,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,122,33,82,20,1924.00,23.463415
202314,white_g,google,18463616520,SUP0101,edu_grant,652990247988,142099046299,Educationdirectory.org,,87,30,77,19,1957.00,25.415584
202315,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,8,6,2,1,60.00,30.000000
202315,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,10,8,6,2,146.00,24.333333
202252,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,1,1,,,0.00,
202252,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,21,8,9,3,172.00,19.111111
202252,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,9,5,6,0,123.00,20.500000
202301,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,3,7,2,0,27.00,13.500000
202301,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,9,10,5,6,91.00,18.200000
202301,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,6,7,3,2,57.00,19.000000
202301,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,253,39,149,32,3622.00,24.308725
202301,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,87,28,42,15,975.00,23.214286
202302,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,3,5,0,0,0.00,
202302,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,3,2,2,0,50.00,25.000000
202302,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,3,7,1,0,20.00,20.000000
202306,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,7,8,3,4,62.00,20.666667
202306,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,78,26,19,8,474.00,24.947368
202306,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,154,37,103,28,2604.00,25.281553
202307,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,1,6,3,0,58.00,19.333333
202307,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,3,6,0,0,0.00,
202307,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,1,4,0,0,0.00,
202307,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,4,3,3,0,53.00,17.666667
202307,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,35,21,16,4,336.00,21.000000
202307,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,85,31,54,6,1332.00,24.666667
202308,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,2,8,5,1,132.00,26.400000
202308,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,8,6,8,1,189.00,23.625000
202302,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,164,36,80,16,1914.00,23.925000
202302,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,98,31,60,16,1436.00,23.933333
202303,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,6,5,3,1,39.00,13.000000
202303,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,15,11,4,4,95.00,23.750000
202303,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,6,4,2,2,17.00,8.500000
202303,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,12,10,6,3,116.00,19.333333
202303,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,132,36,97,25,2240.00,23.092784
202303,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,167,37,114,21,2751.00,24.131579
202304,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,6,6,2,1,46.00,23.000000
202304,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,5,4,2,2,50.00,25.000000
202315,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,10,5,2,2,54.00,27.000000
202315,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,12,6,8,7,192.00,24.000000
202315,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,243,42,152,36,3687.00,24.256579
202315,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,132,34,72,18,1789.00,24.847222
202316,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,6,7,3,2,67.00,22.333333
202316,edp,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,11,13,4,3,79.00,19.750000
202316,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,12,6,8,4,121.00,15.125000
202316,Purdue Global,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,3,6,0,0,0.00,
202316,white_g,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,388,47,249,72,6117.00,24.566265
202316,white_g,google,18463616520,SUP0101,edu_grant,624999155494,142099046299,Educationdirectory.org,,91,22,67,16,1740.00,25.970149
202317,edp,google,18463616520,SUP0101,edu_grant,624999155488,142099046299,Educationdirectory.org,,5,5,3,0,76.00,25.333333
